category,filename,absolute_original_path,handoff_relative_path,file_size,mtime,sha256,source_tool,time_range,frame_range,tid,description
perf_sched,perf.data,D:\data\202608271537\perf_run_cpu_stack_001\perf.data,raw/perf_sched/perf.data,5195351410,2026-08-27T16:48:08+08:00,1c366b895dd5751cb8d93c942cbec99573e60c883ff5f995c2c470959e77b9c5,perf_sched,run/capture 202608271537,capture-wide,,Capture-wide perf sched raw data or the collector-generated companion output; copied unchanged.
perf_sched,perf_sched_latency.stderr.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_sched_latency.stderr.txt,raw/perf_sched/perf_sched_latency.stderr.txt,0,2026-08-27T16:48:37+08:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,perf_sched,run/capture 202608271537,capture-wide,,Capture-wide perf sched raw data or the collector-generated companion output; copied unchanged.
perf_sched,report_status.txt,D:\data\202608271537\perf_run_cpu_stack_001\report_status.txt,raw/perf_sched/report_status.txt,40,2026-08-27T19:06:49+08:00,30fc101b70a672ecf76871df8bf59fde64ba235bad1dc4d216d41e83c2b30126,perf_sched,run/capture 202608271537,capture-wide,,Capture-wide perf sched raw data or the collector-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack.data,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack.data,raw/cpu_stack/perf_cpu_stack.data,32488060,2026-08-27T16:48:22+08:00,74fb4dd451f884fd79f6a759c4b0ef314e5c178e1b2cdf1439eed65bcc1ec900,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_record_command.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_record_command.txt,raw/cpu_stack/perf_cpu_stack_record_command.txt,208,2026-08-27T16:48:24+08:00,24377d2b533e34bf26c21774877ae84b90fd5f73179ddccdc4f39cbdfce71d41,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_record.stderr.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_record.stderr.txt,raw/cpu_stack/perf_cpu_stack_record.stderr.txt,193,2026-08-27T16:48:23+08:00,7fd7c34ae5afaab7cc7263255968cff2960427a76991a74dfe06e9df99a77b44,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_record.stdout.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_record.stdout.txt,raw/cpu_stack/perf_cpu_stack_record.stdout.txt,0,2026-08-27T16:48:23+08:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_script.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_script.txt,raw/cpu_stack/perf_cpu_stack_script.txt,18026229,2026-08-27T16:48:35+08:00,0b3981aee131f7122d8f419ed47886a7b311ca27367b26ed2d4ce3a7a191c636,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_script.stderr.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_script.stderr.txt,raw/cpu_stack/perf_cpu_stack_script.stderr.txt,90,2026-08-27T16:48:26+08:00,db0eee773fc379cbdcc513f4298bf559d6879fdac4566db82aace7cd50b6bdd9,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_report.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_report.txt,raw/cpu_stack/perf_cpu_stack_report.txt,1386419,2026-08-27T16:48:26+08:00,dedc54b02415616a4b2867c841edfa4a3a9551e9550b33bc050cfc1da78c2789,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,perf_cpu_stack_report.stderr.txt,D:\data\202608271537\perf_run_cpu_stack_001\perf_cpu_stack_report.stderr.txt,raw/cpu_stack/perf_cpu_stack_report.stderr.txt,90,2026-08-27T16:48:24+08:00,db0eee773fc379cbdcc513f4298bf559d6879fdac4566db82aace7cd50b6bdd9,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
cpu_stack,cpu_stack_report_status.txt,D:\data\202608271537\perf_run_cpu_stack_001\cpu_stack_report_status.txt,raw/cpu_stack/cpu_stack_report_status.txt,20,2026-08-27T15:54:12+08:00,f19839c86c89f29ce5f1b119e132ce6e901ddce9b46f2c6dcc3d0badf542c92c,perf_record,run/capture 202608271537,capture-wide,1016337,Capture-wide Perception CPU stack raw data or perf-generated companion output; copied unchanged.
tid_mapping,capture_start_clock.txt,D:\data\202608271537\perf_run_cpu_stack_001\capture_start_clock.txt,raw/tid_mapping/capture_start_clock.txt,155,2026-08-27T15:54:10+08:00,17c4ddd6ffa55f56505d9a356802fd38b587408b71c9600dd310f349f0f33f19,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,capture_end_clock.txt,D:\data\202608271537\perf_run_cpu_stack_001\capture_end_clock.txt,raw/tid_mapping/capture_end_clock.txt,155,2026-08-27T15:54:10+08:00,9fc2435bd1eb81d7cb17fe36f0698b060f265be57207832624c4d0d49912fd86,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,collector_script_sha256.txt,D:\data\202608271537\perf_run_cpu_stack_001\collector_script_sha256.txt,raw/tid_mapping/collector_script_sha256.txt,65,2026-08-27T15:54:11+08:00,7b664b7189af73b933196d658768588092e211e999f7b110f00fecbebb5ed430,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,collector_script_used.py,D:\data\202608271537\perf_run_cpu_stack_001\collector_script_used.py,raw/tid_mapping/collector_script_used.py,27866,2026-08-27T15:54:12+08:00,e858fa8ae3490d89f079a766e308dfa59c37003c711c97b540ae55e5eb4933fb,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,environment.txt,D:\data\202608271537\perf_run_cpu_stack_001\environment.txt,raw/tid_mapping/environment.txt,318,2026-08-27T15:54:13+08:00,a6468beca71382ce4a3f76d50ccbb02108e9c6e27b22e281e438729d6c235df3,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_process.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_process.txt,raw/tid_mapping/perception_process.txt,1322,2026-08-27T15:54:17+08:00,6f8199e3188482dd01ecde1317e77aa5ea2a127a842c2f21cb96a08df8fe16ad,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_affinity_before.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_affinity_before.txt,raw/tid_mapping/perception_affinity_before.txt,8127,2026-08-27T15:54:14+08:00,22dcda07623decf49420e42afb98bdd2ef011e16d0c4a6394aac0c9a40158952,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_affinity_after.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_affinity_after.txt,raw/tid_mapping/perception_affinity_after.txt,8127,2026-08-27T15:54:13+08:00,22dcda07623decf49420e42afb98bdd2ef011e16d0c4a6394aac0c9a40158952,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_chrt_before.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_chrt_before.txt,raw/tid_mapping/perception_chrt_before.txt,11025,2026-08-27T15:54:15+08:00,17bfd0edfff498f9619295548470a1bdfad29ae9428248f4d4268a4617167eee,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_chrt_after.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_chrt_after.txt,raw/tid_mapping/perception_chrt_after.txt,11025,2026-08-27T15:54:15+08:00,17bfd0edfff498f9619295548470a1bdfad29ae9428248f4d4268a4617167eee,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_proc_status_before.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_proc_status_before.txt,raw/tid_mapping/perception_proc_status_before.txt,15678,2026-08-27T15:54:16+08:00,b6779e927dcd75247909ddf9c6464b44dc40ede3162f9f12e06abe74a2cdbf5e,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_proc_status_after.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_proc_status_after.txt,raw/tid_mapping/perception_proc_status_after.txt,15718,2026-08-27T15:54:16+08:00,32ca79f013d99293fec7c9bf8042d5d11b1cd9c880a2bc8ac89583595140c746,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_ps_threads_before.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_ps_threads_before.txt,raw/tid_mapping/perception_ps_threads_before.txt,85879,2026-08-27T15:54:20+08:00,e4d443af9ae12733b29ae6a4e0b326ea0213bcc07d00568c8f4f29c2a48a71ef,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_ps_threads_before.stderr.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_ps_threads_before.stderr.txt,raw/tid_mapping/perception_ps_threads_before.stderr.txt,0,2026-08-27T15:54:19+08:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_ps_threads_after.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_ps_threads_after.txt,raw/tid_mapping/perception_ps_threads_after.txt,85879,2026-08-27T15:54:18+08:00,501e9cea22b9aac517fd613253650c44670eebd39d75e3b4ce955f4eaf2a09d4,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
tid_mapping,perception_ps_threads_after.stderr.txt,D:\data\202608271537\perf_run_cpu_stack_001\perception_ps_threads_after.stderr.txt,raw/tid_mapping/perception_ps_threads_after.stderr.txt,0,2026-08-27T15:54:18+08:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,other,run/capture 202608271537,capture-wide,Perception process and worker TIDs,Collector metadata used to validate process/TID identity and the capture environment; copied unchanged.
frame_timing,collect_time.txt,D:\data\202608271537\collect_time.txt,raw/frame_timing/collect_time.txt,63,2026-08-27T15:53:36+08:00,f7833b1043540113024c7bf524f3e348c5c958f102b1a1242f35606eaa835f5a,application_instrumentation,run/capture 202608271537,run-wide,,Run collection time metadata; copied unchanged.
frame_timing,perception.log.INFO.20260827-153547.1016337,D:\data\202608271537\log\perception.log.INFO.20260827-153547.1016337,raw/frame_timing/perception.log.INFO.20260827-153547.1016337,4221766,2026-08-27T15:53:38+08:00,d9793ba3356f11be03e7b650134040d6676cd5c5fdb43a795594d24a309a2750,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception log containing CenterPoint/Infer timing markers; copied unchanged.
frame_timing,perception.pointcloud_preprocess.1016337.csv,D:\data\202608271537\trace\events\perception.pointcloud_preprocess.1016337.csv,raw/frame_timing/trace_events/perception.pointcloud_preprocess.1016337.csv,260167,2026-08-27T15:53:36+08:00,7bf0ae145a2995b9f251d84a21b78b699de1159f10a4d482692e93e429eebe26,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.pointcloud_preprocess.1016337.csv,D:\data\202608271537\trace\message_context\perception.pointcloud_preprocess.1016337.csv,raw/frame_timing/message_context/perception.pointcloud_preprocess.1016337.csv,269668,2026-08-27T15:53:37+08:00,03feb0ac3194fa697df1232c54e54b4878cbdb03b6b2e37e77cb77459b02f7fc,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.pointcloud_map_based_roi.1016337.csv,D:\data\202608271537\trace\events\perception.pointcloud_map_based_roi.1016337.csv,raw/frame_timing/trace_events/perception.pointcloud_map_based_roi.1016337.csv,266359,2026-08-27T15:53:37+08:00,2fd1845ed399af970ab11a1bb74fe279d51353273b1929667d2626b0fb88f3d2,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.pointcloud_map_based_roi.1016337.csv,D:\data\202608271537\trace\message_context\perception.pointcloud_map_based_roi.1016337.csv,raw/frame_timing/message_context/perception.pointcloud_map_based_roi.1016337.csv,268980,2026-08-27T15:53:37+08:00,1838c9c396ddd65175bf2065becfb1a00aef87c3f7bb5dbcb007ea0c660928fd,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.pointcloud_ground_detection.1016337.csv,D:\data\202608271537\trace\events\perception.pointcloud_ground_detection.1016337.csv,raw/frame_timing/trace_events/perception.pointcloud_ground_detection.1016337.csv,272812,2026-08-27T15:53:37+08:00,1153e0d7001f8f5d9b44ea84e65149629298b4c15b21ac42c09889fc5c18485b,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.pointcloud_ground_detection.1016337.csv,D:\data\202608271537\trace\message_context\perception.pointcloud_ground_detection.1016337.csv,raw/frame_timing/message_context/perception.pointcloud_ground_detection.1016337.csv,277438,2026-08-27T15:53:37+08:00,f696f8c9b8234e7d93a6fb2ea4fbf8742bc10fc566aa5cbf153ce5f0aa3d2c55,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.lidar_detection.1016337.csv,D:\data\202608271537\trace\events\perception.lidar_detection.1016337.csv,raw/frame_timing/trace_events/perception.lidar_detection.1016337.csv,230905,2026-08-27T15:53:36+08:00,98b12a8df0fe316f6d02cd7dc11c6810f124e00d78030b29baa41f81f57d0da6,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.lidar_detection.1016337.csv,D:\data\202608271537\trace\message_context\perception.lidar_detection.1016337.csv,raw/frame_timing/message_context/perception.lidar_detection.1016337.csv,233338,2026-08-27T15:53:36+08:00,14c15023fa5ba26a1ef8fd0f01befba3a83a430625283f26fc865ae5f1f6c0da,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.lidar_detection_filter.1016337.csv,D:\data\202608271537\trace\events\perception.lidar_detection_filter.1016337.csv,raw/frame_timing/trace_events/perception.lidar_detection_filter.1016337.csv,244370,2026-08-27T15:53:36+08:00,11e579d9563854eb112294a744d8378b67f34f23bff9484589d179ac9ef685d5,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.lidar_detection_filter.1016337.csv,D:\data\202608271537\trace\message_context\perception.lidar_detection_filter.1016337.csv,raw/frame_timing/message_context/perception.lidar_detection_filter.1016337.csv,235265,2026-08-27T15:53:36+08:00,30e3988bf6a6fbe92e6fd5c3567b6c61f9940bf4a816a048d8c1ab73fb5ea007,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.lidar_tracking.1016337.csv,D:\data\202608271537\trace\events\perception.lidar_tracking.1016337.csv,raw/frame_timing/trace_events/perception.lidar_tracking.1016337.csv,228991,2026-08-27T15:53:36+08:00,5d6709ae7837a80249857cfba214181ff8d83aa8af84f1f0cef9188658a96aaf,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.lidar_tracking.1016337.csv,D:\data\202608271537\trace\message_context\perception.lidar_tracking.1016337.csv,raw/frame_timing/message_context/perception.lidar_tracking.1016337.csv,228858,2026-08-27T15:53:36+08:00,4acbe7e4aed2b544ba17025d1852063b9da9c9fb94ef121209e396037d08d8fd,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.multi_sensor_fusion.1016337.csv,D:\data\202608271537\trace\events\perception.multi_sensor_fusion.1016337.csv,raw/frame_timing/trace_events/perception.multi_sensor_fusion.1016337.csv,419147,2026-08-27T15:53:37+08:00,93dee7d88489b8e7137a55df8e6420f78d53123cfd954f114785ecf34fa1522d,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node event trace for P1-P7 frame timing; copied unchanged.
frame_timing,perception.multi_sensor_fusion.1016337.csv,D:\data\202608271537\trace\message_context\perception.multi_sensor_fusion.1016337.csv,raw/frame_timing/message_context/perception.multi_sensor_fusion.1016337.csv,366266,2026-08-27T15:53:37+08:00,035a18d43a353314b61447be698212fe8fce7df726ea6502eb1bb3c3c289cffd,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception node message-context trace; copied unchanged.
frame_timing,perception.multi_sensor_fusion.1016337.csv,D:\data\202608271537\trace\fusion_inputs\perception.multi_sensor_fusion.1016337.csv,raw/frame_timing/fusion_inputs/perception.multi_sensor_fusion.1016337.csv,162174,2026-08-27T15:53:36+08:00,7ff3ba4eaf840603a9764d5103c6da9ebbd8fb80277dabbb2a8de177b4ebd760,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original MultiSensorFusion input trace; copied unchanged.
frame_timing,perception.1016337.csv,D:\data\202608271537\trace\trace_anchor\perception.1016337.csv,raw/frame_timing/trace_anchor/perception.1016337.csv,169199,2026-08-27T15:53:36+08:00,1c076c34ebc49f1a3736a26c228bc32a4d8678c8ac521692880627cf6dfe51db,application_instrumentation,run/capture 202608271537,run-wide,1016337,Original Perception trace anchor; copied unchanged.
original_report,centerpoint_internal_timing_per_source_frame.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\centerpoint_internal_timing_per_source_frame.csv,raw/original_reports/application_analysis/data/centerpoint_internal_timing_per_source_frame.csv,133272,2026-08-27T16:42:32+08:00,0e600a34369b7d2b525a59fd21603e801e6afeaec3bda52e91ac01ba9322d8a9,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,deadline_sections_1_1_1_2_metrics.json,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\deadline_sections_1_1_1_2_metrics.json,raw/original_reports/application_analysis/data/deadline_sections_1_1_1_2_metrics.json,784,2026-08-27T17:13:53+08:00,3e34ef3a7ae660df0f726b63451e529f585e08742ba7a3a59e828cf650d9302b,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,major_segments.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\major_segments.csv,raw/original_reports/application_analysis/data/major_segments.csv,754,2026-08-27T17:15:41+08:00,0a6761352fa4fcbce18bfffd246ac3859a3c70997b3a74735f31baa5fb5cc8a7,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,module_deadline_detail.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\module_deadline_detail.csv,raw/original_reports/application_analysis/data/module_deadline_detail.csv,114054,2026-08-27T16:42:32+08:00,3e22cbb468e8acdaaa470bb65cec32a6d7b973ae9825a33c4ae783867bf85c94,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,module_deadline_summary.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\module_deadline_summary.csv,raw/original_reports/application_analysis/data/module_deadline_summary.csv,260,2026-08-27T16:42:32+08:00,dc5b3195bbf930715f110149d1524798d6db591ed1b9cb93bdcb04ffe13f96d8,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,module_summary.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\module_summary.csv,raw/original_reports/application_analysis/data/module_summary.csv,217,2026-08-27T17:15:41+08:00,743b75170ac2bc051530052b1f511398019364cf561391931f9fbc787f25cec4,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,node_summary.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\node_summary.csv,raw/original_reports/application_analysis/data/node_summary.csv,557,2026-08-27T17:15:41+08:00,4158364c00648fbb7002eefcbecabd72c5f7596a2c0527663fca348903202e4a,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,p4_abnormal_frames.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\p4_abnormal_frames.csv,raw/original_reports/application_analysis/data/p4_abnormal_frames.csv,37736,2026-08-27T17:13:53+08:00,f18735c59504fbd3cf4914100f38cc398a84135a2f4aecc7a3a7e56b8b0a5c1f,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,p4_contiguous_miss_runs.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\p4_contiguous_miss_runs.csv,raw/original_reports/application_analysis/data/p4_contiguous_miss_runs.csv,5259,2026-08-27T17:13:53+08:00,b5607e43ed0339b3d8736a2490c55db4cbf1bc55b8e2e09dd864c32954d306ba,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,p4_framewise_change_diagnostics.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\p4_framewise_change_diagnostics.csv,raw/original_reports/application_analysis/data/p4_framewise_change_diagnostics.csv,351268,2026-08-27T16:42:32+08:00,088374e6325d47d685106e3a06fce4e699f72cd0aa49c7ed1eeacf3af287c796,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
original_report,p4_major_abnormal_segments.csv,D:\data\output\202608271537_perception_deadline_1_1_1_2\data\p4_major_abnormal_segments.csv,raw/original_reports/application_analysis/data/p4_major_abnormal_segments.csv,799,2026-08-27T17:13:53+08:00,7a3cca99558d2f36859bee6aab698343e78840b63e3be143a01d4121b0af6e00,application_instrumentation,run/capture 202608271537,F1-F688,,Existing application-layer analysis artifact; copied unchanged.
